sample_id,number,type,utm_x,utm_y,coord_key,n_votes,has_coords,elevation_m,Ag,Al,As,B,Ba,Be,Bi,Ca,Cd,Co,Cr,Cu,Fe,He,K,Li,Mg,Mn,Mo,Na,Ni,P,Pb,S,Sb,Se,Sn,Sr,Th,Ti,Tl,U,V,Zn
8U,8,U,686823,4165659,686823_4165659,7,TRUE,93.25422668457031,0,8226.31403260177,71.66705289787079,0,155.87352224108696,NA,0,NA,0.03003086478952339,33.39272807342571,19.909140734371093,2.005878199116139,11606.280457171504,11.7893441917456,NA,11.7893441917456,NA,287.606132414343,3.1607836847139703,NA,17.109016821717898,NA,3.4920480377571694,NA,0.49062960135739,1.6477269450389398,0,435.714244922163,NA,531.5036173884749,NA,3.3007903510058503,24.390412293165493,29.027901022370703
10U,10,U,686838,4165979,686838_4165979,7,TRUE,85.00752258300781,2.92257201747955,39414.0228042726,184.557377293888,0,403.18482296031107,NA,0.6840441091538639,NA,15.6228934499181,31.7364794624683,58.47811763005191,99.4750672412994,60719.9656686364,35.83239570816271,NA,35.83239570816271,NA,1662.7484648107,1.1071097587581298,NA,47.346808939305994,NA,4116.276387343329,NA,30.7377578241168,5.90988297940586,39.68510324940421,187.667741457892,NA,4317.938595024739,NA,2.17919894091088,78.8962678283692,3922.7117501809103
12U,12,U,687516,4165338,687516_4165338,7,TRUE,121.14990234375,0,32744.6912439298,53.555035276384906,0,300.9061244184409,NA,0.0218181929175204,NA,1.32515242025236,17.6068739016208,46.9629993736678,28.817363163749004,28149.725961384695,31.863578947709797,NA,31.863578947709797,NA,873.908617248996,0.748703118051008,NA,20.798992025311296,NA,1016.19269720312,NA,13.4506107994931,3.91380584932753,5.231222805029051,428.068488916551,NA,2886.6881093456996,NA,1.4133574647714202,63.79392098689921,527.97227037547
14U,14,U,688185,4165734,688185_4165734,7,TRUE,132.00721740722656,5.311328283369421,30728.05024691559,474.124876972439,0,405.71771732162097,NA,2.1817343930071003,NA,14.3262319875694,25.1814629184625,45.62910673788771,290.999449813487,128880.806836698,37.32093832087711,NA,37.32093832087711,NA,5178.13719717147,1.4864723781129,NA,28.327355094952704,NA,20474.706327244003,NA,108.91789643306,5.07580257471723,41.3740311124817,175.75295417982298,NA,2751.50304169102,NA,2.4850345114195505,62.84836256284659,6856.3367194387
15U,15,U,688182,4165798,688182_4165798,7,TRUE,131.1870880126953,2.0315546951296395,27574.002228285495,655.1193091500671,0,248.750924932134,NA,2.16990343175435,NA,6.588363169769371,18.5304610536113,48.705178561983104,217.76711706788905,68596.91161442669,29.5642644745901,NA,29.5642644745901,NA,1932.7892596262905,1.5566387553505898,NA,27.0162193539521,NA,25056.714588674997,NA,136.06221525869702,3.5562793551408194,23.14187106661741,293.42387595487594,NA,2540.60246207305,NA,2.00897887602178,64.7125628568483,2431.0296877139695
17U,17,U,688406,4165762,688406_4165762,7,TRUE,142.1689453125,0,6555.423418335519,17.329337093328498,0,111.56052256000702,NA,0,NA,0.575219842181231,7.75165050712724,13.2425843620475,6.239329407518041,7658.458207748119,5.956250073671261,NA,5.956250073671261,NA,237.041401083868,0.446797860855935,NA,5.855268982329001,NA,386.23704821831393,NA,3.4722130053497495,1.51979002455313,0,588.1021480653089,NA,577.202332080599,NA,1.4151713681465,16.977345286973094,182.80537414981197
19U,19,U,687815,4165739,687815_4165739,7,TRUE,111.93767547607422,3.90770880615932,44919.11233049571,114.853173458104,0,294.770004994665,NA,0.41133406540412704,NA,6.958076806630199,20.825042083322092,61.133882352522704,78.80166909114843,57976.5793285309,46.771992548218,NA,46.771992548218,NA,3216.037912274081,0.978003336369376,NA,35.875108996694706,NA,5029.522125465733,NA,33.052596169506195,5.41128330186625,7.37993570165683,185.896231697045,NA,3467.56589279179,NA,1.51523758017454,77.30343403946918,2787.431434681561
20U,20,U,687775,4165746,687775_4165746,7,TRUE,110.87645721435547,0.0221555202293054,7923.04111588499,23.660538531318295,0,92.8532002297634,NA,0,NA,0.113141079705949,16.1913404876388,14.4154543845725,3.4559157303752697,6940.68438173562,7.122858615031929,NA,7.122858615031929,NA,319.813929061318,1.0944646581989697,NA,13.681077323098496,NA,5335.95085167865,NA,0.2629798967213,1.66876689475423,0.0306329146547893,316.819192192807,NA,347.90264373268195,NA,4.18979668923639,17.446428396017797,32.28529483290791
23U,23,U,687473,4165663,687473_4165663,7,TRUE,110.70414733886719,0,7846.558234464542,25.943430384957395,0,133.31111570273902,NA,0,NA,0.0323346313653499,22.02567983734729,18.491239727612,4.89135499345506,7464.323209479582,7.577795664280171,NA,7.577795664280171,NA,292.79613470447185,1.4074784760489998,NA,16.281594389021794,NA,14.8168124960421,NA,0.6384349678375288,1.90516351997288,0,380.801869526008,NA,553.011883111355,NA,3.627204641562131,24.778473344925494,28.7974216581624
24U,24,U,687501,4165684,687501_4165684,7,TRUE,110.88829040527344,0.112453831902874,34009.371294732104,11.474684612949805,0,242.69990952550697,NA,0,NA,0.171323020735723,32.11397508802791,36.749204563845794,58.43641822712091,18469.2354454723,37.0433535037582,NA,37.0433535037582,NA,310.651729172523,1.04829127897637,NA,16.387370390393897,NA,69.81133031328588,NA,0.833325269792472,3.23518678600918,1.0560450097562604,206.290155303932,NA,1671.8726014681802,NA,1.3135213467851998,44.89056395723609,75.98098085445778
26U,26,U,686164,4165000,686164_4165000,7,TRUE,113.53489685058594,0,47574.517280320906,80.6218259322473,0,351.9345518622589,NA,0.07542374242474913,NA,4.5781584311858,18.533750948268,67.0199213591938,69.80680860146418,36958.65026819511,36.32265030474,NA,36.32265030474,NA,777.5957765650052,0.939917067595138,NA,28.584275743616804,NA,956.400635458596,NA,11.6406480851033,5.228770379356109,9.51365830925342,202.077441398062,NA,4917.03343044859,NA,1.6420576383661802,86.08964490161691,1994.80381967172
28U,28,U,686458,4166094,686458_4166094,7,TRUE,78.868499755859375,0,15458.2184704816,17.8193035612036,0,209.191073755024,NA,0,NA,0.25062452500047705,24.7115145698749,26.514197059004804,7.327304752886759,12189.8952053532,20.582982906668896,NA,20.582982906668896,NA,565.591194574279,0.6955030719604849,NA,21.2056358216065,NA,151.2417994535,NA,2.6423246394036197,2.6869996118965003,0.01143974314568059,389.678366342136,NA,1149.5739162568996,NA,3.83395087272087,33.203574920775914,140.43104700483002
29U,29,U,686460,4166118,686460_4166118,7,TRUE,78.03485107421875,0.5644346388462229,41133.96889807881,94.4214257460693,0,504.32231701975104,NA,0.31534042879968105,NA,2.15507950025089,12.6611593699767,53.97172778464909,57.5649849303947,43825.9047954658,27.556410170394894,NA,27.556410170394894,NA,1889.63864019059,0.8225647292940679,NA,29.848624524703695,NA,2126.7051521495905,NA,14.8084988249938,5.3798354177111,13.5787588670123,230.35236767044904,NA,3375.4495352949702,NA,1.5253618884741995,75.2381070029701,1189.60222530008
30U,30,U,687012,4166181,687012_4166181,7,TRUE,83.54353332519531,0.501836039568311,38208.9965887335,65.52447899004599,0,540.1993113008812,NA,0.579764228521264,NA,2.16375573147419,19.9795721938076,67.7204161628401,405.157212299604,45595.33013954611,32.34767749999648,NA,32.34767749999648,NA,785.598515199952,1.61690852717281,NA,37.189872687466995,NA,4857.466760885381,NA,39.745618815034504,4.6288244898480695,3.2953175982097305,251.309932507048,NA,3532.93670825298,NA,1.2648558274716202,77.12238006724579,1068.37591416589
33U,33,U,687388,4166200,687388_4166200,7,TRUE,90.18115234375,0,8024.032073113341,26.028227905214,0,159.76166236840498,NA,0,NA,0.0431574983810882,29.2810401952427,19.7334846906172,6.06346072808965,7616.62948373024,6.994981341300569,NA,6.994981341300569,NA,298.43881860965894,1.3177889218161605,NA,18.9508785099117,NA,21.543717774046296,NA,0.6486502589451721,2.4052796525080997,0,404.948702514544,NA,588.875842405154,NA,3.74118230912172,25.6951114565364,31.552548424738895
34U,34,U,687580,4165968,687580_4165968,7,TRUE,99,1.28881349315185,42166.5868386673,82.08660126334861,0,631.390616071535,NA,0.07427632822778751,NA,1.4901154755185002,21.074538570739996,54.821518913293595,55.5473398014027,35166.9847132112,38.683299057355896,NA,38.683299057355896,NA,1802.63995305187,0.926119039737936,NA,33.86655143129329,NA,1996.10359075054,NA,14.335192542803002,3.7615820202654504,7.350074972440869,208.551658153873,NA,3294.11441917989,NA,1.22185215374279,76.36109273344249,789.2977720678803
35U,35,U,687554,4165684,687554_4165684,7,TRUE,112.46525573730469,0,7627.18075578063,24.5898761285703,0,147.46628123517198,NA,0,NA,0.0660107254242387,25.6134267439111,18.202259025544,5.67710393253736,6993.3844220336005,6.127311717570429,NA,6.127311717570429,NA,279.94893609889493,1.3168682893055,NA,17.473022280888795,NA,12.3258792854131,NA,0.5648960568851031,2.09231378108128,0,376.205212019375,NA,533.0992900412471,NA,3.4541121466531597,24.198444695502,25.7601447494895
36U,36,U,687313,4165729,687313_4165729,7,TRUE,102.9416275024414,0.522721507093667,46260.2686571315,33.0235253693844,0,407.75611121120886,NA,0,NA,0.9614558995834992,12.5299509314841,48.119472293959305,37.238618621183406,27667.518746017497,30.358878541318404,NA,30.358878541318404,NA,906.722096543806,0.7571119621202269,NA,21.057533771185295,NA,612.952552275071,NA,5.06615640813308,3.6246716883717,4.01702914887444,205.288034488148,NA,2184.6384991169693,NA,2.21408161962979,59.87395196125319,429.98212634513294
37U,37,U,687305,4165786,687305_4165786,7,TRUE,100.66771697998047,0,49603.162693548504,33.7986597079323,0,542.69457208323,NA,0,NA,0.8148747370389171,37.1075296415215,59.4122959061981,29.288844271369392,27262.4077300181,42.4850539399221,NA,42.4850539399221,NA,682.250287447335,0.718419102384716,NA,32.0956837578657,NA,428.17717807886993,NA,6.3953115502841795,5.33965664764951,4.041111506998879,215.265606015837,NA,3427.03632346473,NA,2.51815173497042,74.05347805763637,480.5383212511229
39U,39,U,686100,4165421,686100_4165421,7,TRUE,96.117706298828125,0,21541.1786055109,45.4229704476354,0,349.7214174367039,NA,0,NA,3.44830326419018,22.1272325972582,48.4188761068197,46.0579998641788,26257.685378191098,15.7988824590759,NA,15.7988824590759,NA,976.0145757121412,1.2725780827891695,NA,27.0235346235965,NA,998.035165171365,NA,5.65003130791411,3.2080284788243505,0.7919836496820128,352.93855121637887,NA,1524.88881965871,NA,1.0983613950803195,51.4749708875354,1577.1535235591398
40U,40,U,686098,4165402,686098_4165402,7,TRUE,96.94404602050781,0,36020.98011604981,33.50061135923749,0,327.81046426854397,NA,0,NA,2.5597483821108895,39.23278954782101,45.78131418926159,34.2166023156095,28087.9925772274,29.601226211869797,NA,29.601226211869797,NA,658.8561621355998,0.67671533617423,NA,24.762431589034794,NA,564.0082157830859,NA,4.660146785023191,4.3191654749117205,0.446825789358321,230.452670240944,NA,2271.60561039592,NA,1.15889866072773,59.7154232605492,1025.9314308318596
42U,42,U,687163,4165370,687163_4165370,7,TRUE,114,0.385497966503524,26283.004995568102,26.573876789944,0,218.638130761486,NA,0,NA,0.7591896721458031,16.1854609986959,34.29776117322199,18.932977511315897,21180.4655065574,21.0572126778435,NA,21.0572126778435,NA,461.1361590426828,0.8484330688253299,NA,16.395770299389895,NA,1245.74497537195,NA,7.836029433441602,2.2511317548738004,2.6994440140437894,221.16726502256097,NA,1527.15129513164,NA,0.8082744909141971,42.2853221510094,279.93180811270497
